id_concept,iate_link,en_def,en,cs,da,de,es,fi,fr,it,nl,pt,domains
771416,https://iate.europa.eu/entry/result/771416,"learning that occurs when the learner and instructor, or source of information, are separated by time and distance and therefore cannot meet in a traditional classroom setting. Information is typically transmitted via technology (email, discussion boards, video conference, audio bridge), but also via books or correspondence, so that no physical presence in the classroom is required - COUNCIL-EN based on Training Industry, Remote Learning (27.5.2020)","distance learning, online learning, remote learning, distributed learning, e-learning, DL, distance study","distanční vzdělávání, distanční učení, online vzdělávání, vzdělávání na dálku","fjernlæring, fjernstudie, onlinelæring, e-læring","Fernlernen, Telelearning",aprendizaje a distancia,"etäopiskelu, verkko-opiskelu, etäoppiminen, hajautettu oppiminen","apprentissage à distance, téléapprentissage, formation à distance","apprendimento a distanza, apprendimento online","afstandsleren, gedistribueerd leren","aprendizagem em linha, aprendizagem à distância",EDUCATION AND COMMUNICATIONS > education > teaching method > distance learning
3589468,https://iate.europa.eu/entry/result/3589468,"rapid diagnostic test suitable for point-of-care testing that directly detects the presence or absence of an antigen - COM-Central Terminology, based on: Wikipedia. 'Rapid antigen test' (15.4.2020)","rapid antigen test, RAT, rapid antigen detection test, RADT, rapid antigen assay","rychlý test na detekci antigenu, rychlotest na detekci antigenu, rychlý test na antigen, rychlotest na antigen",,Antigen-Schnelltest,,"pika-antigeenitesti, antigeenipikatesti",,"test rapido dell'antigene, test antigenico rapido, RAD",,"teste rápido de deteção de antigénios, TRDA",SOCIAL QUESTIONS > health > health policy > organisation of health care > medical device
3589469,https://iate.europa.eu/entry/result/3589469,,"testing kit, test kit","testovací sada, testovací souprava",,,,"testaussarja, testipakkaus",,"kit per test, kit per i test, kit di analisi",,<i>kit </i>de teste,"SOCIAL QUESTIONS > health > pharmaceutical industry, SOCIAL QUESTIONS > health > health policy > organisation of health care > medical device"
157022,https://iate.europa.eu/entry/result/157022,"health challenge, ranging from outbreaks of vaccine-preventable 
diseases like measles and diphtheria, increasing reports of 
drug-resistant pathogens, growing rates of obesity and physical 
inactivity to the health impacts of environmental pollution and climate
 change and multiple humanitarian crises - EP-EN, based on:- World Health Organization, 'Ten threats to global health in 2019' (8.7.2020)","threat to public health, public health threat","ohrožení veřejného zdraví, hrozba pro veřejné zdraví","trussel mod den offentlige sundhed, trussel mod folkesundheden",Gefahr für die öffentliche Gesundheit,amenaza para la salud pública,"kansanterveyteen kohdistuva uhka, kansanterveydellinen uhka, uhka kansanterveydelle",menace pour la santé publique,"minaccia per la salute pubblica, minaccia per la sanità pubblica",gevaar voor de volksgezondheid,ameaça para a saúde pública,"SOCIAL QUESTIONS > health, SOCIAL QUESTIONS > migration > migration"
3589471,https://iate.europa.eu/entry/result/3589471,"roadmap presented by the President of the European Commission and the President of the European Council that sets out recommendations to Member States, with the goal of preserving public health while gradually lifting
containment measures to restart community life and the economy - COM-Terminology Coordination, based on: 'Joint European Roadmap towards lifting COVID-19 containment measures' (16.4.2020)","joint European Roadmap towards lifting COVID-19 containment measures, European Roadmap towards lifting coronavirus containment measures, common EU exit strategy, European roadmap to lifting coronavirus containment measures","společný evropský plán rušení opatření proti šíření COVID-19, evropský plán rušení opatření proti šíření koronaviru","fælles europæisk køreplan for ophævelse af covid-19-inddæmningsforanstaltningerne, europæisk køreplan for ophævelse af inddæmningstiltagene mod covid-19, europæisk køreplan for ophævelse af foranstaltningerne til inddæmning af coronavirus","gemeinsamer europäischer Fahrplan für die Aufhebung der Maßnahmen zur Eindämmung von COVID-19, europäischer Fahrplan für die Aufhebung der Maßnahmen zur Eindämmung des Coronavirus",hoja de ruta común europea para el levantamiento de las medidas de contención de la COVID-19,"yhteinen eurooppalainen etenemissuunnitelma covid-19-rajoitusten purkamiseksi, eurooppalainen etenemissuunnitelma koronavirusrajoitusten purkamiseksi","feuille de route européenne commune pour la levée des mesures visant à contenir la propagation de la COVID-19, feuille de route européenne pour la levée des mesures de confinement liées à la pandémie de coronavirus, stratégie de sortie commune au niveau de l'UE","tabella di marcia comune europea verso la revoca delle misure di contenimento della COVID-19, tabella di marcia europea verso la revoca delle misure di contenimento del coronavirus, tabella di marcia europea per revocare le misure di contenimento del coronavirus","gezamenlijk Europees stappenplan voor de opheffing van de inperkingsmaatregelen in verband met COVID-19, gezamenlijk Europees stappenplan voor de opheffing van de COVID‑19-inperkingsmaatregelen",Roteiro Europeu Comum com Vista a Levantar as Medidas de Contenção da COVID-19,SOCIAL QUESTIONS > health > health policy > organisation of health care > public health
1109348,https://iate.europa.eu/entry/result/1109348,"study of a group of individuals taken from the general population who share a common characteristic, such as age, sex, or health condition - COM-Terminology Coordination, based on: ""population study"". NCI Dictionary of Cancer Terms (12.6.2020). National Cancer Institute.",population study,,populationsundersøgelser,"Bevölkerungsstudie, Populationsstudie",,väestötutkimus,population étudiée,,onderzoekspopulatie,estudo populacional,"SOCIAL QUESTIONS > health > medical science > epidemiology, SOCIAL QUESTIONS > health > health policy, SOCIAL QUESTIONS > demography and population, SOCIAL QUESTIONS > social affairs > social policy"
3589477,https://iate.europa.eu/entry/result/3589477,"contact tracing technology - Natalie Gagliordi. 'Apple, Google team up to develop COVID-19 contact tracing technology' (15.4.2020). ZDNet April 10, 2020","contact tracing application, contact-tracing app, tracing application, tracing app, tracing apps","aplikace pro vysledování kontaktů, aplikace pro trasování kontaktů, trasovací aplikace","kontaktopsporingsapplikation, sporingsapp",Kontaktnachverfolgungs-App,"aplicación de seguimiento de contactos, aplicación de rastreo de contactos, app de rastreo de contactos","kontaktien jäljittämiseen käytettävä sovellus, jäljityssovellus","application de suivi de contacts, application de traçage de contacts, application de contact tracing, application de tracing","applicazione di tracciamento dei contatti, applicazione di tracciamento, app di tracciamento dei contatti, app di tracciamento","contacttraceringsapplicatie, contacttracerende applicatie, contacttraceringsapp",aplicação de rastreio de contactos,"SOCIAL QUESTIONS > health > medical science > epidemiology, EDUCATION AND COMMUNICATIONS > communications > communications systems > telecommunications > telephone > mobile phone"
3589476,https://iate.europa.eu/entry/result/3589476,"surveillance of the
spreading of a disease through voluntary reports of disease cases - COM-Terminology Coordination, based on:<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020XC0417(06)"" target=""_blank"">Joint European Roadmap towards lifting COVID-19 containment measures 2020/C 126/01",participatory surveillance,participativní dohled,,partizipative Überwachung,vigilancia participativa,"osallistava valvonta, osallistuva valvonta, verkon yhteisöpalvelujen kautta tapahtuva seuranta",surveillance participative,sorveglianza partecipativa,participatief toezicht,vigilância participativa,"SOCIAL QUESTIONS > health > medical science > epidemiology, EDUCATION AND COMMUNICATIONS > communications > communications systems > Internet > social media"
1353062,https://iate.europa.eu/entry/result/1353062,"personal protective equipment device used by many workers 
(e.g., medical, dental, veterinary) for protection of the facial area 
and associated mucous membranes (eyes, nose, mouth) from splashes, 
sprays, and spatter of body fluids - COM-Terminology Coordination, based on: Raymond J. Roberge. 'Face shields for infection control: A review' (25.3.2020). Journal of Occupational and Environmental Hygiene. 2016; 13(4): 235–242.","face shield, face-shield",obličejový štít,"visir, ansigtsskærm","Gesichtsschutz, Gesichtsmaske",pantalla facial,"kasvosuojain, kasvojensuojain","écran facial, protège-face","schermo facciale, visiera o schermo facciale","gelaatsscherm, gelaatsbescherming, gelaatsscherm","viseira, escudo facial, máscara",SOCIAL QUESTIONS > health > health policy > organisation of health care > medical device
1686888,https://iate.europa.eu/entry/result/1686888,"combined specimen taken from both tonsils and the posterior
pharynx using a sterile polyester swab, taking care to
avoid the tongue, teeth, and gums - COM-Terminology Coordination, based on:1) CDC. 'Influenza Specimen Collection' (23.4.2020)2) WHO. 'WHO guidelines for the collection of human specimens for laboratory diagnosis of avian influenza infection' (5.5.2020). 12 January 2005","throat swab, oropharyngeal swab, OP swab",,svælgpodning,,muestra faríngea,nielunäyte,"prélèvement de gorge, frottis de gorge","tampone orofaringeo, tampone oro-faringeo, tampone oro faringeo, tampone faringotonsillare",keeluitstrijkje,"exsudado faríngeo, exsudado orofaríngeo","SOCIAL QUESTIONS > health > medical science > medicine > medical diagnosis, SOCIAL QUESTIONS > health > medical science"
1430889,https://iate.europa.eu/entry/result/1430889,"continuous monitoring and specialised treatment of
patients who are critically ill, very badly injured or have just undergone surgery - Council-EN, based on: - Government of Western Australia Department of
Health &gt; Treatments and tests &gt; Intensive care units (ICUs) (25.3.2020)- 'intensive care' (21.4.2020), Cambridge Dictionary","intensive care, critical care",intenzivní péče,"intensivpleje, intensiv behanding, intensivbehandling","Intensivpflege, Intensivbehandlung, Intensivtherapie",cuidados intensivos,tehohoito,soins intensifs,"cure intensive, terapia intensiva","intensieve zorg, intensive care",cuidados intensivos,SOCIAL QUESTIONS > health > health policy > organisation of health care > health care
1686891,https://iate.europa.eu/entry/result/1686891,"collection of specimens from the surface of the respiratory mucosa using a swab - COM-Terminology Coordination, based on:Francisco M. Marty, M.D., Kaiwen Chen, B.S., and Kelly A. Verrill, R.N., 'How to Obtain a Nasopharyngeal Swab Specimen' (29.4.2020), The New England Journal of Medicine, 17 April 2020.","nasopharyngeal swab, NP swab",,rhinopharynx-podning,Nasen-Rachen-Abstrich,muestra rinofaríngea,"nenänielutikkunäyte, nenänielun limanäyte, NPS-näyte","prélèvement naso-pharyngé, prélèvement de type naso-pharyngé","tampone nasofaringeo, tampone naso-faringeo, tampone rinofaringeo, tampone naso faringeo, tampone rino-faringeo, tampone rino faringeo",nasofaryngeaal uitstrijkje,exsudado nasofaríngeo,"SOCIAL QUESTIONS > health > medical science > medicine > medical diagnosis, SOCIAL QUESTIONS > health > medical science"
3573101,https://iate.europa.eu/entry/result/3573101,"investment by a company or individual based in one country in assets or ownership stakes in companies in another country - Council-EN, based on: Hill, A., 'What is a Foreign Investment? Definition &amp; Examples' (30.7.2019) on Study.com",foreign investment,zahraniční investice,udenlandsk investering,Auslandsinvestition,"inversión exterior, inversión extranjera","ulkomainen investointi, ulkomainen sijoitus",investissement étranger,"investimento estero, investimenti esteri",buitenlandse investering,"investimento estrangeiro, investimento externo",FINANCE > financing and investment > investment
3589487,https://iate.europa.eu/entry/result/3589487,"full-body personal protective equipment garment designed to protect the wearer against dangerous materials and substances - Council-EN, based on:SHP Online &gt; Procurement Guides &gt; PPE: Hazmat suits – your complete buyer’s guide (16.4.2020)","hazmat suit, decontamination suit, hazardous materials suit, chemical protective coverall","ochranný oděv, ochranná kombinéza",beskyttelsesdragt,"Dekontaminationsanzug, Gefahrstoffschutzanzug, Schutzanzug","traje de protección química, traje de protección, traje de bioseguridad, mono de bioseguridad, traje de seguridad","kemikaalisuojapuku, hazmat-suojapuku","combinaison hazmat, combinaison de protection contre les matières dangereuses","tuta anticontaminazione, tuta di decontaminazione, indumento di protezione dalle sostanze pericolose","gaspak, ontsmettingspak",fato de proteção integral,POLITICS > politics and public safety > public safety
3589492,https://iate.europa.eu/entry/result/3589492,"debt facility under COSME programme, through
which EIF offers guarantees and counter-guarantees to
selected financial intermediaries (e.g. guarantee institutions, banks, leasing
companies, etc.) to help them to provide more loans and leases to SMEs - COM-Terminology Coordination, based on:European Investment Fund &gt; What we do &gt; Debt products &gt; Single EU Debt Financial Instrument &gt; COSME - Loan Guarantee Facility (LGF) (16.4.2020)","COSME Loan Guarantee Facility, COSME LGF, Loan Guarantee Facility, LGF","nástroj pro úvěrové záruky v rámci programu COSME, COSME LGF, nástroj pro úvěrové záruky, LGF",,"COSME-Kreditbürgschaftsfazilität, COSME LGF, Kreditbürgschaftsfazilität","Instrumento de Garantía de Préstamo del Programa COSME, Instrumento de Garantías de Préstamo, IGP","COSME-lainatakausjärjestely, lainantakausjärjestely, LGF-järjestely, LGF","facilité «garanties de prêts» du programme COSME, mécanisme de garantie des prêts du programme COSME","strumento di garanzia dei prestiti del programma COSME, LGF del programma COSME, strumento di garanzia dei prestiti, LGF","leninggarantiefaciliteit van Cosme, Cosme-LGF, leninggarantiefaciliteit, LGF",Mecanismo de Garantia de Empréstimo,"FINANCE > financing and investment, BUSINESS AND COMPETITION > business classification > size of business > small and medium-sized enterprises, FINANCE > financial institutions and credit > credit > loan"
3589493,https://iate.europa.eu/entry/result/3589493,"antibody-rich plasma of someone who has recovered from a viral disease - COM-Terminology Coordination, based on:NHS. 'Could you donate plasma to help treat coronavirus (COVID-19) patients? Clinical trial' (23.4.2020)",convalescent plasma,rekonvalescentní plazma,,Konvaleszenzplasma,,toipilasplasma,,,,"plasma convalescente, plasma de convalescentes","SOCIAL QUESTIONS > health > medical science, SOCIAL QUESTIONS > health > medical science > therapeutics"
3589494,https://iate.europa.eu/entry/result/3589494,"financing scheme under
Horizon 2020 providing financial
products to
innovative players for high-risk projects in the area of infectious diseases - COM-EN, based on:- European Investment Bank &gt; What we offer &gt; InnovFin -
EU finance for innovators &gt; Publications &gt; InnovFin Infectious Diseases &gt; PDF (13.5.2020)- Stip Compass &gt; Policy Explorer &gt; INNOVFIN INFECTIOUS DISEASES (13.5.2020)","InnovFin Infectious Disease Finance Facility, InnovFin Infectious Diseases Finance Facility, IDFF, InnovFin Infectious Diseases, InnovFin Infectious Diseases Financial Facility","nástroj financování InnovFin v oblasti infekčních onemocnění, InnovFin – infekční onemocnění",,"Finanzierungsfazilität InnovFin – Infektionskrankheiten, IDFF",Mecanismo de financiación para las enfermedades infecciosas InnovFin,InnovFin Infectious Diseases -rahoitusväline,"volet « Recherche sur les maladies infectieuses » du dispositif InnovFin, volet «maladies infectieuses» du dispositif de financement InnovFin, instrument financier InnovFin sur les maladies infectieuses",strumento di finanziamento InnovFin per le malattie infettive,"financieringsfaciliteit besmettelijke ziekten in het kader van InnovFin, IDFF",InnovFin Doenças Infecciosas,"FINANCE > financing and investment, PRODUCTION, TECHNOLOGY AND RESEARCH > research and intellectual property > research policy > research and development"
3589496,https://iate.europa.eu/entry/result/3589496,"dedicated data platform deployed by the European Commission, EMBL’s European Bioinformatics Institute (EMBL-EBI), EU Member States and research partners, to respond to the COVID-19 pandemic by enabling the rapid collection and comprehensive data sharing of available research data from different sources for the European and global research communities - COM-EN, based on:EMBL’s European Bioinformatics Institute (EMBL-EBI) &gt; COVID-19 Data Portal (21.4.2020)",European COVID-19 data platform,evropská datová platforma COVID-19,,Europäische COVID-19-Datenplattform,,Euroopan covid-19-dataportaali,plateforme européenne de données sur la COVID-19,"piattaforma europea di dati sulla Covid-19, piattaforma europea di dati Covid-19",,plataforma de dados europeia COVID-19,SOCIAL QUESTIONS > health > illness > epidemic
3589497,https://iate.europa.eu/entry/result/3589497,"action plan covering 10 priority short-term actions based on close coordination, cooperation, data sharing and joint funding efforts between the European Commission and Member States to help researchers and EU Member States succeed in their fight against the coronavirus pandemic - COM-EN, based on:Coronavirus: Commission launches data sharing platform for researchers (21.4.2020). European Commission press release IP/20/680. 20 April 2020.",ERAvsCorona Action Plan,"akční plán ERAvsCorona, akční plán Evropský výzkumný prostor proti koronaviru",,Aktionsplan ERAvsCorona,,ERAvsCorona-toimintasuunnitelma,"plan d'action de l'espace européen de la recherche contre le coronavirus, plan d’action ERAvsCorona",piano d'azione ERAvsCorona,,"plano de ação Espaço Europeu de Investigação contra o Coronavírus, plano de ação EEI<i>vs</i>Coronavírus",SOCIAL QUESTIONS > health > illness > epidemic
3589498,https://iate.europa.eu/entry/result/3589498,,coronavirus emergency,"nouzová koronavirová situace, nouzová situace vyvolaná koronavirem, nouzová situace vyvolaná koronavirovou nákazou",,Coronavirus-Notstand,,koronaviruskriisi,,"emergenza del coronavirus, emergenza Coronavirus",,emergência por coronavírus,SOCIAL QUESTIONS > health > illness > epidemic
1109370,https://iate.europa.eu/entry/result/1109370,"original case of an outbreak - COM-Terminology Coordination, based on:Health Knowledge. 'Epidemic theory (effective &amp; basic reproduction numbers, epidemic thresholds) &amp; techniques for analysis of infectious disease data (construction &amp; use of epidemic curves, generation numbers, exceptional reporting &amp; identification of significant clusters).' (23.4.2020) © Helen Barratt, Maria Kirwan 2009, Saran Shantikumar 2018",primary case,,,primärer Fall,Caso primario,"primaaritapaus, lähdökki, ensitapaus",cas primaire,caso iniziale,primair geval,caso primário,"SOCIAL QUESTIONS > health > medical science > epidemiology, SOCIAL QUESTIONS > health > illness > epidemic"
3589500,https://iate.europa.eu/entry/result/3589500,"data (in processed or unprocessed form) that resulted from scientific research and is openly available for re-use on the internet to anyone who is interested. - COM-EN, based on: ETH Zurich &gt; ETH library &gt; Publishing research data (21.4.2020)","open research data, open data","otevřená výzkumná data, veřejně přístupná výzkumná data, veřejně přístupná data z výzkumu",,offene Forschungsdaten,,avoin tutkimusdata,,dati aperti della ricerca,,dados científicos abertos,"PRODUCTION, TECHNOLOGY AND RESEARCH > research and intellectual property > research"
3589501,https://iate.europa.eu/entry/result/3589501,"guarantee fund
of €25 billion set up by the European Investment Bank in April 2020 in
order to mobilise up to €200 billion for European firms facing liquidity
shortages due to the COVID-19 outbreak - COM-Terminology Coordination, based on:European Investment Bank, EIB Group establishes EUR 25 billion guarantee fund to deploy new investments in response to COVID-19 crisis (17.4.2020), press release, 16 April 2020","European COVID-19 guarantee fund, Pan-European Guarantee Fund, EGF",celoevropský záruční fond,Den Paneuropæiske Garantifond,"Paneuropäischer Garantiefonds, EGF, europaweiter Garantiefonds",Fondo de Garantía Paneuropeo,"Euroopan laajuinen takuurahasto, yleiseurooppalainen takuurahasto",Fonds de garantie paneuropéen,"Fondo di garanzia paneuropeo, fondo di garanzia europeo COVID-19",pan-Europees Garantiefonds,fundo de garantia pan-europeu,"BUSINESS AND COMPETITION > business classification > size of business > small and medium-sized enterprises, EUROPEAN UNION > EU finance > EU financing"
3589499,https://iate.europa.eu/entry/result/3589499,"research that begins before clinical trials can begin, and during which important feasibility, constant testing and drug safety data are collected - COM-EN, based on: Labroots &gt; Pre-clinical Research (21.4.2020)","pre-clinical research, preclinical research","předklinický výzkum, preklinický výzkum",,präklinische Forschung,,esikliininen tutkimus,,ricerca preclinica,,investigação pré-clínica,"SOCIAL QUESTIONS > health > medical science, SOCIAL QUESTIONS > health > medical science > medical research"
3589508,https://iate.europa.eu/entry/result/3589508,"instrument of general application, such as a law or regulation, and accompanying administrative requirements, implementing rules or guidelines, setting out the terms, conditions and procedures to perform the screening of foreign direct investments - COM-Terminology Coordination, based on: <a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32019R0452"" target=""_blank"">Regulation (EU) 2019/452 establishing a framework for the screening of foreign direct investments into the Union","foreign direct investment screening mechanism, FDI screening mechanism, screening mechanism, foreign investment screening mechanism, screening mechanism for foreign direct investment","mechanismus prověřování přímých zahraničních investic, mechanismus prověřování PZI, prověřovací mechanismus",,"Überprüfungsmechanismus für ausländische Direktinvestitionen, Überprüfungsmechanismus","mecanismo de control de las inversiones extranjeras directas, mecanismo de control","ulkomaisten suorien sijoitusten seurantamekanismi, seurantamekanismi","mécanisme de filtrage des investissements directs étrangers, mécanisme de filtrage des IDE","meccanismo di controllo degli investimenti esteri diretti, meccanismo di controllo degli IED, meccanismo di controllo","screeningmechanisme voor buitenlandse directe investeringen, BDI-screeningmechanisme",regime de análise dos IDE,"POLITICS > politics and public safety > public safety, FINANCE > financing and investment > investment > direct investment, FINANCE > financing and investment > investment > foreign investment"
3589509,https://iate.europa.eu/entry/result/3589509,"comprehensive and fully-functioning screening mechanism covering all foreign direct investments in strategic industries - COM-EN, based on:- <a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020XC0326(03)"" target=""_blank"">Communication from the Commission Guidance to the Member States concerning foreign direct investment and free movement of capital from third countries, and the protection of Europe’s strategic assets, ahead of the application of Regulation (EU) 2019/452 (FDI Screening Regulation)- A&amp;L Goodbody &gt; Insights &gt; COVID-19: EU urges vigilance around foreign investment (15.5.2020)",full-fledged screening mechanism,plnohodnotný prověřovací mechanismus,,vollwertiger Überprüfungsmechanismus,mecanismo de control completo,täysimittainen seurantamekanismi,mécanisme complet de filtrage,meccanismo di controllo completo,volledig screeningmechanisme,regime de análise completo,"POLITICS > politics and public safety > public safety, FINANCE > financing and investment > investment > direct investment, FINANCE > financing and investment > investment > foreign investment"
3589510,https://iate.europa.eu/entry/result/3589510,"joint statement from 2016 which calls for all research data gathered during the Zika virus outbreak, and future 
public health emergencies, to be made available as rapidly and openly as
 possible - COM-HU, based on: Wellcome UK &gt; 'Statement on data sharing in public health emergencies (20.4.2020)', 1.2.2016","Statement on data sharing in public health emergencies, Statement on Data Sharing in Public Health Emergency",,,,,kansanterveysuhkaan liittyvän datan jakamista koskeva julkilausuma,,,,Declaração sobre a Partilha de Dados em Caso de Emergência de Saúde Pública,"EDUCATION AND COMMUNICATIONS > information technology and data processing > data processing > data collection, SOCIAL QUESTIONS > health > health policy > organisation of health care > public health"
3589517,https://iate.europa.eu/entry/result/3589517,"measure taken by an individual to prevent the transmission of a virus - Council-EN, based on:Centres for Disease Control and Prevention (CDC), Everyday Preventive Actions That Can Help Fight Germs, Like Flu (24.4.2020), p.1.","personal protective measure, everyday preventive action, personal non-pharmaceutical intervention, personal NPI, barrier gesture, personal protection measure",osobní ochranná opatření,"personlig beskyttelsesforanstaltning, forholdsregel mod smittespredning, smitteforebyggende tiltag, smitteforebyggende forholdsregel, infektionshygiejnisk forholdsregel",persönliche Schutzmaßnahme,"medida de prevención, medida de protección personal, medida de protección individual, gesto barrera",henkilökohtainen varotoimi,"geste barrière, mesure barrière, comportement barrière","misura preventiva, misura igienico-sanitaria preventiva, ""gesto barriera""",persoonlijke beschermingsmaatregel,medida de proteção individual,"SOCIAL QUESTIONS > health > illness > epidemic, SOCIAL QUESTIONS > health > health policy > organisation of health care > public health"
159118,https://iate.europa.eu/entry/result/159118,"looking for new or better ways to treat illness or disease by testing the effect of a medication or treatment in a group of volunteers, measure a drug’s ability to treat the medical condition, monitor the drug’s safety, and possible side effects - COM-Terminology Coordination, based on:UNC School of Medicine. 'Understanding Pharmaceutical Research Studies' (20.3.2020)","pharmaceutical research, pharmaceutical development and research",farmaceutický výzkum,lægemiddelforskning,pharmazeutische Forschung,investigación farmacéutica,farmaseuttinen tutkimus,recherche pharmaceutique,ricerca farmaceutica,"farmaceutisch onderzoek, onderzoek op farmaceutisch gebied, onderzoek naar farmaceutica",investigação farmacêutica,SCIENCE > natural and applied sciences > life sciences > pharmacology
3589520,https://iate.europa.eu/entry/result/3589520,"reduction to zero of the incidence of a specified disease in a defined geographical area as a result of deliberate efforts and continued intervention measures - COM-Terminology Coordination, based on: Walter R. Dowdle. 'The Principles of Disease Elimination and Eradication. Morbidity and Mortality Weekly Report (MMWR)' (21.4.2020). December 31, 1999 / 48(SU01);23-7","disease elimination, infectious disease elimination",,,Krankheitseliminierung,,"taudin eliminaatio, taudin hävittäminen, taudin juuriminen, taudin eliminointi",,,,eliminação de doença infecciosa,SOCIAL QUESTIONS > health > medical science > epidemiology
3589521,https://iate.europa.eu/entry/result/3589521,"reduction to zero of the incidence of infection caused by a specific agent in a defined geographical area as a result of deliberate efforts including continued measures to prevent re-establishment of transmission - COM-EN, based on:Walter R. Dowdle. 'The Principles of Disease Elimination and Eradication. Morbidity and Mortality Weekly Report (MMWR)' (21.4.2020). December 31, 1999 / 48(SU01);23-7",elimination of infections,,,Eliminierung von Infektionen,,"infektioiden eliminointi, tartuntojen eliminointi",,,,eliminação de infeções,SOCIAL QUESTIONS > health > medical science > epidemiology
3589523,https://iate.europa.eu/entry/result/3589523,"asset that is essential for
supporting the needs of society and the economy - COM-Terminology Coordination, based on:SWD(2019) 108 final: Commission Staff Working Document on Foreign Direct Investment in the EU","strategic asset, critical asset, strategic assets, critical assets","strategické aktivum, kritické aktivum",,"strategischer Vermögenswert, kritische Anlage","activo estratégico, activo esencial","strategiset varat, strategiset kohteet","actif stratégique, actif critique, actif lié aux activités stratégiques, actif stratégique européen","attività strategica, risorsa critica","strategisch activum, kritiek activum, strategische activa, kritieke activa","ativo estratégico, ativo crítico","POLITICS > politics and public safety > public safety, FINANCE > financing and investment > investment > foreign investment"
3589524,https://iate.europa.eu/entry/result/3589524,"someone who disproportionately infects a large number of people with a virus - COM-FI, based on: Stieg Cory. A coronavirus ‘super spreader’ was identified—what that means and what you need to know (21.4.2020). In: Make it. ","super spreader, superspreader",superšiřitel,,Superüberträger,,superlevittäjä,"supercontaminateur, superpropagateur, super-contaminateur, super-propagateur",,,superdisseminador,"SOCIAL QUESTIONS > health > medical science > epidemiology, SCIENCE > natural and applied sciences > life sciences"
3589526,https://iate.europa.eu/entry/result/3589526,"campaign taking place during the last week of April each year, the aim of which is to promote 
immunisation and its role as one of the most successful and 
cost-effective health interventions in the world, celebrating the gains in immunisation coverage while also encouraging greater global efforts to meet vaccination targets - COM-EN, based on:Don Gribble. 'World Immunisation Week' (21.4.2020). Finder","World Immunisation Week, World Immunization Week","Světový imunizační týden, Světový týden imunizace",,Weltimpfwoche,,"maailman immunisaatioviikko, maailman rokotusviikko",,Settimana mondiale della vaccinazione,,Semana Mundial da Imunização,"SOCIAL QUESTIONS > health > health policy > organisation of health care > disease prevention > vaccination, POLITICS > politics and public safety > public opinion > public awareness campaign"
1430939,https://iate.europa.eu/entry/result/1430939,"products used for medical prevention,
protection, care and treatment, including both medicines and medical devices - Council-EN, based, inter alia, on Council of
Europe &gt; Full list &gt; Council of Europe Convention on the counterfeiting of medical products and similar crimes involving threats to public health (24.3.2020),
Article 4(a)","medical products, medical equipment, medical device","zdravotnické vybavení, zdravotnický materiál",medicinsk udstyr,medizinische Ausrüstung,"material médico, producto médico, equipo médico","lääkinnällinen tuote, terveydenhuollon laite","matériel médical, produits médicaux","prodotti medici, attrezzature mediche","medisch materiaal, medische uitrusting","material médico, produto médico, equipamento médico",SOCIAL QUESTIONS > health > health policy > organisation of health care > medical device
3589533,https://iate.europa.eu/entry/result/3589533,"data portal launched in April 2020 to bring together relevant datasets for sharing and analysis in an effort to accelerate coronavirus research - COM-EN, based on: COVID-19 Data Portal (21.4.2020)","COVID-19 Data Portal, COVID-19 Portal","datový portál COVID-19, portál COVID-19",,COVID-19-Datenportal,,covid-19-dataportaali,portail des données relatives à la COVID-19,"portale dei dati sulla Covid-19, portale sulla Covid-19",,portal de dados COVID-19,SOCIAL QUESTIONS > health > illness > epidemic
3589535,https://iate.europa.eu/entry/result/3589535,"Strategic Plan on 2019-nCoV issued by the WHO on 3 February 2020 which aims to stop further transmission of the 2019-nCoV virus within China and other countries, and to mitigate the impact of the outbreak in all countries and which calls for the mobilisation of funding in support of establishing international coordination and support to operations, scaling up country preparedness and response efforts, and accelerating priority research and innovation - COM-IT, based on: <a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52020XG0220(01)"" target=""_blank"">Council Conclusions on COVID-19 2020/C 57/04",Strategic Preparedness and Response Plan,plán strategické připravenosti a reakce,,Strategischer Vorsorge- und Reaktionsplan,,strateginen valmius- ja toimintasuunnitelma,plan stratégique de préparation et de riposte,piano strategico di preparazione e risposta,,plano estratégico de preparação e resposta,"SOCIAL QUESTIONS > health, SOCIAL QUESTIONS > health > illness > epidemic, INTERNATIONAL ORGANISATIONS > United Nations > UN specialised agency > World Health Organisation"
